Campaign_ID,Brand_Name,Influencer_Name,Influencer_Platform,Follower_Count,Post_Date,Post_Type,Likes,Comments,Shares,Views,Engagement_Rate,Product_Name,Sales_Before_Campaign,Sales_After_Campaign,Campaign_Cost,Revenue_Generated,ROI
199,Nykaa,Influencer_36,TikTok,686567,16-01-2025,Video,13498,1622,2109,153044,11.26,Watch,4958,5824,9108,24640,170.53
200,Mamaearth,Influencer_33,Instagram,240694,08-04-2025,Story,14818,142,1780,81244,20.6,Smartphone,4697,5541,3355,36296,981.85
201,Nike,Influencer_47,TikTok,970877,12-02-2025,Reel,19497,766,4219,53517,45.75,Shoes,2221,4230,7765,6874,-11.47
202,Samsung,Influencer_15,Instagram,467193,30-04-2025,Reel,11823,884,2043,12290,120.02,Watch,1771,3766,17380,6130,-64.73
203,Adidas,Influencer_16,Instagram,282476,20-01-2025,Reel,7636,777,2973,184961,6.16,Smartphone,4954,5805,12883,29205,126.69
204,Adidas,Influencer_24,YouTube,477244,01-04-2025,Post,34446,1458,913,125201,29.41,Smartphone,2903,4608,14585,23473,60.94
205,Boat,Influencer_18,YouTube,619657,30-05-2025,Reel,16276,667,3326,108036,18.76,Protein,2365,3976,1127,11685,936.82
206,Mamaearth,Influencer_41,TikTok,916587,21-03-2025,Story,4587,1600,4704,197337,5.52,Protein,2186,4484,7944,10317,29.87
207,Nike,Influencer_18,YouTube,417538,05-03-2025,Reel,17850,1919,2620,111137,20.15,Watch,2777,4492,11455,32989,187.99
208,Nykaa,Influencer_18,YouTube,648814,29-03-2025,Story,40021,979,1443,186752,22.73,Cosmetics,3211,5172,18021,43298,140.26
209,Adidas,Influencer_32,YouTube,290492,08-01-2025,Reel,40189,1059,2117,186090,23.3,Watch,1252,3392,7601,26413,247.49
210,Boat,Influencer_5,YouTube,396486,21-03-2025,Story,1285,1652,4276,27114,26.6,Protein,4397,5682,7696,15105,96.27
211,Adidas,Influencer_97,Instagram,71538,14-04-2025,Video,33404,1473,1462,147218,24.68,Shoes,3844,6597,3839,44204,1051.45
212,Boat,Influencer_10,TikTok,379301,07-06-2025,Story,12671,815,4819,160731,11.39,Cosmetics,2270,3572,9254,47757,416.07
213,Nike,Influencer_67,YouTube,244212,29-03-2025,Post,5183,200,2879,68405,12.08,Shoes,4055,6406,3923,28613,629.37
214,Adidas,Influencer_87,TikTok,339126,09-03-2025,Reel,3920,130,1844,176920,3.33,Watch,3121,3794,9159,23096,152.17
215,Nike,Influencer_97,TikTok,850348,13-04-2025,Reel,5790,1575,4934,142852,8.61,Headphones,2166,2714,3248,28075,764.38
216,Adidas,Influencer_85,YouTube,583136,25-01-2025,Reel,43981,444,2422,181538,25.81,Smartphone,3258,4362,4134,41670,907.98
217,Nykaa,Influencer_66,Instagram,405946,27-01-2025,Reel,26611,515,112,128971,21.12,Watch,1565,4547,3852,27193,605.94
218,Nykaa,Influencer_65,YouTube,338945,04-06-2025,Video,44544,814,1928,188451,25.09,Cosmetics,4685,5543,3026,6561,116.82
219,Samsung,Influencer_104,Instagram,942911,10-01-2025,Post,6871,342,4314,46288,24.9,Protein,2574,4508,9879,13390,35.54
220,Nike,Influencer_38,YouTube,10326,20-02-2025,Post,33239,912,4728,194250,20.01,Headphones,3302,4986,14789,15324,3.62
221,Nykaa,Influencer_112,TikTok,539511,28-05-2025,Reel,3216,1819,4431,22807,41.5,Smartphone,3472,4107,2274,38815,1606.9
222,Samsung,Influencer_45,TikTok,413954,08-05-2025,Reel,42527,818,38,117713,36.85,Smartphone,3808,6300,17401,38969,123.95
223,Boat,Influencer_38,YouTube,708923,05-05-2025,Story,39000,273,3912,19134,225.7,Shoes,1301,4298,14119,27035,91.48
224,Mamaearth,Influencer_36,YouTube,275416,09-01-2025,Video,13890,1135,2383,126423,13.77,Headphones,2902,5712,9007,41340,358.98
225,Mamaearth,Influencer_62,YouTube,32824,03-05-2025,Reel,30054,399,1210,152722,20.73,Cosmetics,4444,7330,4089,16879,312.79
226,Nike,Influencer_29,YouTube,698962,28-01-2025,Story,44206,1579,2219,41207,116.49,Cosmetics,2760,3946,17126,33449,95.31
227,Nike,Influencer_23,TikTok,757518,11-05-2025,Story,29190,661,3017,20206,162.66,Watch,3525,5074,8257,46900,468
228,Samsung,Influencer_27,YouTube,741190,21-05-2025,Reel,11772,90,59,199240,5.98,Shoes,1660,3873,12212,30492,149.69
229,Boat,Influencer_92,YouTube,680786,01-01-2025,Video,26657,1956,3944,149291,21.81,Watch,1945,2911,15842,7253,-54.22
230,Nike,Influencer_38,YouTube,939077,23-04-2025,Reel,10111,223,1135,99039,11.58,Smartphone,1228,1510,17949,7337,-59.12
231,Samsung,Influencer_90,TikTok,961701,01-05-2025,Post,41201,1304,1433,135928,32.32,Cosmetics,4714,5339,10811,35609,229.38
232,Adidas,Influencer_18,Instagram,522324,02-05-2025,Post,46421,665,2589,6348,782.53,Smartphone,3231,4284,18554,43716,135.61
233,Mamaearth,Influencer_91,Instagram,29654,14-03-2025,Reel,45222,1785,4543,178712,28.85,Watch,2161,3120,7971,36113,353.05
234,Nykaa,Influencer_100,TikTok,997442,14-01-2025,Post,1324,1583,1596,114198,3.94,Cosmetics,1189,2991,15242,45166,196.33
235,Adidas,Influencer_4,TikTok,808397,05-06-2025,Reel,17386,307,522,86821,20.98,Watch,2661,3056,12792,14850,16.09
236,Boat,Influencer_7,YouTube,443359,07-01-2025,Story,40743,727,1743,113151,38.19,Cosmetics,2896,4619,9331,15171,62.59
237,Nike,Influencer_35,TikTok,33718,01-05-2025,Reel,20430,1041,1619,54959,42.01,Watch,3798,6575,19493,38604,98.04
238,Adidas,Influencer_102,TikTok,571905,31-01-2025,Post,15321,716,4190,134292,15.06,Shoes,2612,4904,18684,39040,108.95
239,Nike,Influencer_90,TikTok,798084,07-01-2025,Post,39947,1333,3162,9911,448.41,Protein,1616,2581,9633,18631,93.41
240,Boat,Influencer_36,Instagram,573941,17-02-2025,Story,11495,1045,4814,170846,10.16,Protein,4433,4671,2660,24805,832.52
241,Boat,Influencer_22,TikTok,127243,21-04-2025,Reel,46837,1818,754,187580,26.34,Protein,2145,2964,3501,7380,110.8
242,Mamaearth,Influencer_101,TikTok,988073,13-06-2025,Story,49061,1956,3907,76629,71.68,Headphones,3863,4660,15374,14143,-8.01
243,Samsung,Influencer_113,Instagram,332008,17-05-2025,Story,38321,382,770,41750,94.55,Protein,2665,3103,5920,19824,234.86
244,Mamaearth,Influencer_66,TikTok,369860,18-02-2025,Reel,19785,1111,3787,161778,15.26,Cosmetics,3321,5664,11535,10658,-7.6
245,Adidas,Influencer_65,Instagram,146864,04-02-2025,Post,28085,1941,3698,193428,17.43,Shoes,1456,2094,17364,20600,18.64
246,Adidas,Influencer_10,Instagram,113543,29-06-2025,Reel,17687,1712,4398,199978,11.9,Cosmetics,1853,3387,5376,35723,564.49
247,Adidas,Influencer_113,YouTube,741304,03-01-2025,Reel,2561,1781,4343,92152,9.42,Headphones,4434,7086,14527,31827,119.09
248,Samsung,Influencer_54,Instagram,366567,02-02-2025,Reel,36068,1644,1145,43071,90.22,Shoes,4219,5923,4134,37237,800.75
249,Mamaearth,Influencer_96,YouTube,837861,14-03-2025,Post,32163,1457,3612,103588,35.94,Cosmetics,3359,3942,4886,47357,869.24
250,Boat,Influencer_103,YouTube,157884,23-01-2025,Reel,27791,1582,2860,21306,151.29,Protein,4519,5431,14381,32871,128.57
251,Boat,Influencer_69,TikTok,88476,23-06-2025,Video,45638,1870,4116,83080,62.14,Smartphone,3738,5029,16727,36997,121.18
252,Nykaa,Influencer_110,YouTube,302045,20-05-2025,Reel,43174,1749,1966,181811,25.79,Watch,4881,5163,5742,19597,241.29
253,Nike,Influencer_74,TikTok,386792,05-03-2025,Post,15557,825,4453,75455,27.61,Protein,2390,5356,1504,11860,688.56
254,Adidas,Influencer_115,TikTok,158180,18-02-2025,Story,19383,1551,451,188807,11.33,Protein,3718,4197,17719,26383,48.9
255,Boat,Influencer_86,Instagram,238269,19-05-2025,Story,17251,381,3033,121529,17,Headphones,4565,6060,12821,47221,268.31
256,Adidas,Influencer_94,Instagram,920444,09-03-2025,Story,3018,490,3454,197000,3.53,Shoes,3205,5663,6310,14738,133.57
257,Nykaa,Influencer_51,Instagram,604852,25-04-2025,Video,2763,102,3736,169019,3.91,Shoes,2171,3484,7270,16472,126.57
258,Adidas,Influencer_24,TikTok,45230,15-05-2025,Video,28811,506,2995,52047,62.08,Protein,2441,3987,12770,9134,-28.47
259,Samsung,Influencer_42,TikTok,715344,30-03-2025,Reel,22960,255,1844,7511,333.63,Smartphone,3646,4859,16953,20374,20.18
260,Nykaa,Influencer_46,TikTok,507449,15-04-2025,Reel,17734,1943,1284,177237,11.83,Headphones,3806,4899,19761,37800,91.29
261,Adidas,Influencer_112,YouTube,258817,07-06-2025,Story,22530,1867,1399,161634,15.96,Protein,4855,5987,14133,49449,249.88
262,Adidas,Influencer_4,YouTube,623799,08-02-2025,Video,14267,1415,2156,159460,11.19,Smartphone,1676,3886,17047,27264,59.93
263,Mamaearth,Influencer_94,Instagram,706775,19-04-2025,Reel,30750,662,3351,185021,18.79,Cosmetics,2275,3558,15615,36092,131.14
264,Mamaearth,Influencer_112,Instagram,571348,23-05-2025,Story,44889,1364,2243,66061,73.41,Cosmetics,1020,3494,11572,48690,320.76
265,Adidas,Influencer_15,Instagram,655722,19-05-2025,Reel,1924,875,2564,28852,18.59,Protein,1560,4466,3258,32558,899.32
266,Nykaa,Influencer_17,TikTok,419458,02-03-2025,Reel,29246,594,1556,139399,22.52,Cosmetics,4414,6754,19955,14517,-27.25
267,Boat,Influencer_42,YouTube,431031,14-04-2025,Story,41306,1310,3408,191801,24,Cosmetics,3923,6321,14301,36265,153.58
268,Nykaa,Influencer_14,Instagram,274104,24-03-2025,Post,6587,1590,811,141037,6.37,Shoes,4009,5808,1040,48689,4581.63
269,Mamaearth,Influencer_34,YouTube,673791,03-04-2025,Post,9563,1013,2064,157415,8.03,Smartphone,3091,3906,3120,43064,1280.26
270,Nykaa,Influencer_42,Instagram,351589,16-03-2025,Story,45447,1476,215,168598,27.96,Shoes,1812,4246,18759,42481,126.46
271,Mamaearth,Influencer_30,YouTube,795313,25-03-2025,Story,9637,1229,2959,59201,23.35,Protein,4087,6768,5725,45718,698.57
272,Adidas,Influencer_41,TikTok,192298,02-02-2025,Reel,7601,1883,375,180332,5.47,Headphones,4532,5829,12499,10249,-18
273,Nike,Influencer_76,YouTube,903346,27-01-2025,Reel,14681,296,103,75831,19.89,Headphones,4921,6112,13100,36909,181.75
274,Mamaearth,Influencer_95,Instagram,346633,25-04-2025,Story,3448,324,4042,15941,49.02,Protein,3832,5339,6311,10807,71.24
275,Boat,Influencer_2,YouTube,556751,09-02-2025,Story,26947,1186,3411,48639,64.85,Cosmetics,1433,3495,2306,6980,202.69
276,Nike,Influencer_7,TikTok,65391,21-05-2025,Reel,21060,588,449,124308,17.78,Headphones,2346,5153,14124,15831,12.09
277,Samsung,Influencer_17,TikTok,77050,02-01-2025,Post,24764,345,2302,84792,32.33,Smartphone,2736,2938,13581,20854,53.55
278,Nike,Influencer_83,TikTok,570514,19-02-2025,Post,2625,798,1562,139192,3.58,Headphones,3251,5954,14611,5004,-65.75
279,Adidas,Influencer_66,TikTok,186323,11-04-2025,Story,39691,504,3752,21743,202.12,Smartphone,1858,2899,8470,10262,21.16
280,Nykaa,Influencer_36,TikTok,943690,23-05-2025,Story,18274,1561,882,169455,12.23,Smartphone,4641,6615,19409,48887,151.88
281,Nike,Influencer_17,TikTok,704136,06-02-2025,Post,2122,517,3967,133806,4.94,Watch,2694,4851,8238,12012,45.81
282,Nykaa,Influencer_24,Instagram,397328,15-04-2025,Reel,35477,623,3022,196966,19.86,Protein,2452,4105,7984,18594,132.89
283,Nike,Influencer_89,Instagram,247043,15-05-2025,Reel,15320,1584,1177,95168,19,Watch,2015,3499,12348,16876,36.67
284,Samsung,Influencer_105,TikTok,752700,15-04-2025,Reel,16267,227,4725,26509,80.04,Shoes,4039,5390,10597,7099,-33.01
285,Boat,Influencer_28,YouTube,126090,27-02-2025,Video,31607,577,2058,67735,50.55,Shoes,3580,5941,4643,16755,260.87
286,Boat,Influencer_82,YouTube,291147,27-04-2025,Video,43532,900,2632,159638,29.48,Shoes,3370,5870,11466,24606,114.6
287,Adidas,Influencer_59,YouTube,145212,13-03-2025,Story,28302,961,2258,80951,38.94,Shoes,3084,5033,14153,35206,148.75
288,Nykaa,Influencer_48,Instagram,371265,19-02-2025,Story,22016,1352,1984,134633,18.83,Smartphone,4586,5953,16214,37335,130.26
289,Samsung,Influencer_36,Instagram,125208,25-02-2025,Reel,8982,1807,2457,99949,13.25,Headphones,2333,3250,2839,22464,691.26
290,Boat,Influencer_91,Instagram,969183,23-05-2025,Post,15839,1894,95,109809,16.24,Protein,1600,4437,7533,32123,326.43
291,Adidas,Influencer_118,Instagram,294066,12-04-2025,Video,41373,534,4140,72841,63.22,Cosmetics,3537,5260,16531,32765,98.2
292,Adidas,Influencer_61,Instagram,407715,28-02-2025,Story,38873,1526,1758,50708,83.14,Watch,4268,6827,5411,19586,261.97
293,Mamaearth,Influencer_116,YouTube,251631,02-03-2025,Video,1798,1518,172,114901,3.04,Watch,4110,5177,8474,11371,34.19
294,Nike,Influencer_35,TikTok,376396,15-05-2025,Reel,15509,1690,2135,22948,84.25,Shoes,1915,4815,8500,13948,64.09
295,Boat,Influencer_60,YouTube,863898,29-03-2025,Video,34730,1383,552,177563,20.65,Smartphone,2104,4018,9703,32244,232.31
296,Mamaearth,Influencer_118,Instagram,575788,17-01-2025,Post,40883,1048,4968,42628,110.02,Protein,3409,5417,5976,24409,308.45
297,Adidas,Influencer_37,TikTok,616520,25-04-2025,Post,15321,1871,4604,168371,12.95,Shoes,4133,4655,10581,6394,-39.57
298,Boat,Influencer_85,TikTok,467655,25-02-2025,Video,2986,1177,3042,62214,11.58,Watch,2751,3848,4295,43495,912.69
299,Nike,Influencer_78,Instagram,160360,19-01-2025,Story,24896,1819,4354,197148,15.76,Watch,2703,5043,13313,24497,84.01
300,Adidas,Influencer_75,YouTube,690453,01-01-2025,Video,49734,603,151,118456,42.62,Watch,4120,5068,6659,30329,355.46
301,Nykaa,Influencer_78,YouTube,103700,29-03-2025,Post,20983,744,2906,165671,14.87,Watch,4561,5834,18768,43116,129.73
302,Adidas,Influencer_56,TikTok,160342,03-01-2025,Post,39692,1797,3383,77575,57.84,Protein,3492,3793,12793,17970,40.47
303,Samsung,Influencer_39,YouTube,888811,23-06-2025,Story,35159,360,1125,36006,101.77,Shoes,3397,6064,11683,15149,29.67
304,Nike,Influencer_4,YouTube,644915,28-01-2025,Video,9653,434,4216,34185,41.84,Protein,3846,4753,9664,25178,160.53
305,Samsung,Influencer_44,YouTube,283052,06-05-2025,Post,5767,780,1421,129097,6.17,Smartphone,2263,4667,17014,25984,52.72
306,Adidas,Influencer_23,Instagram,273487,11-04-2025,Post,23925,865,4842,31871,92.97,Watch,3406,5120,17112,15756,-7.92
307,Adidas,Influencer_63,Instagram,94848,15-02-2025,Reel,22374,1997,254,149550,16.47,Shoes,3694,3931,10021,19701,96.6
308,Samsung,Influencer_23,Instagram,672625,27-03-2025,Video,41729,1797,1794,15985,283.52,Cosmetics,1556,3088,8527,17517,105.43
309,Nykaa,Influencer_95,YouTube,41975,17-06-2025,Video,46035,1714,1513,53638,91.84,Headphones,2791,5642,2320,14099,507.72
310,Boat,Influencer_83,Instagram,403604,10-04-2025,Video,31490,1279,69,145676,22.54,Watch,4892,6996,13636,29957,119.69
311,Samsung,Influencer_5,Instagram,636544,31-05-2025,Reel,37762,942,4729,39100,111.08,Shoes,3945,5573,4681,47920,923.71
312,Mamaearth,Influencer_92,TikTok,195823,19-03-2025,Reel,22416,1692,4917,115238,25.19,Shoes,3916,6596,12151,28200,132.08
313,Nykaa,Influencer_110,Instagram,644771,07-01-2025,Reel,38314,378,3344,20276,207.32,Shoes,3673,6422,16013,23361,45.89
314,Adidas,Influencer_92,Instagram,204197,07-01-2025,Post,27533,1560,2056,175748,17.72,Watch,3106,3627,7310,46639,538.02
315,Boat,Influencer_53,Instagram,193177,07-02-2025,Video,7247,1059,645,77343,11.57,Headphones,2196,2488,17515,15532,-11.32
316,Nykaa,Influencer_20,Instagram,913565,05-02-2025,Story,45410,1456,2017,71537,68.33,Smartphone,4399,7305,16414,37882,130.79
317,Nykaa,Influencer_68,TikTok,673353,02-03-2025,Story,27948,546,2937,174179,18.05,Smartphone,2793,3031,14324,5448,-61.97
318,Nike,Influencer_20,TikTok,834873,24-01-2025,Story,15747,623,65,44870,36.63,Watch,4950,6492,12061,12284,1.85
319,Boat,Influencer_42,TikTok,96041,29-06-2025,Post,40631,564,4004,138481,32.64,Cosmetics,1398,3221,3033,35814,1080.81
320,Samsung,Influencer_78,YouTube,28170,07-06-2025,Video,30327,544,1041,58759,54.31,Smartphone,3424,4460,9774,24672,152.42
321,Boat,Influencer_5,YouTube,743937,24-01-2025,Reel,9561,1584,3364,129221,11.23,Watch,2700,3655,9237,11860,28.4
322,Mamaearth,Influencer_80,Instagram,867028,04-02-2025,Post,36766,1686,2550,172943,23.71,Protein,2721,4005,3599,36000,900.28
323,Samsung,Influencer_103,TikTok,589304,21-01-2025,Post,41719,1461,1011,93517,47.25,Headphones,2479,4126,5887,41014,596.69
324,Samsung,Influencer_34,TikTok,291412,16-03-2025,Post,27864,1917,1860,19535,161.97,Shoes,4019,6759,4295,47363,1002.75
325,Nike,Influencer_83,TikTok,478839,18-06-2025,Post,20592,643,682,72300,30.31,Protein,3140,4647,7517,5326,-29.15
326,Samsung,Influencer_58,YouTube,709634,24-02-2025,Story,42292,1957,2098,96370,48.09,Cosmetics,2003,4591,11070,7920,-28.46
327,Nike,Influencer_47,YouTube,650122,09-01-2025,Story,15382,1399,2370,56541,33.87,Headphones,3535,3794,8101,6398,-21.02
328,Mamaearth,Influencer_109,TikTok,669645,30-01-2025,Story,19096,1482,4477,147581,16.98,Protein,2645,3018,2144,47517,2116.28
329,Nike,Influencer_116,YouTube,983124,22-05-2025,Story,42006,1582,4127,128705,37.07,Smartphone,2137,2671,10018,14260,42.34
330,Boat,Influencer_70,TikTok,493756,11-02-2025,Reel,9910,1173,1247,15901,77.54,Smartphone,4557,7259,9921,28140,183.64
331,Nike,Influencer_13,Instagram,130937,24-02-2025,Video,49757,605,383,157957,32.13,Smartphone,3568,5624,3455,24433,607.18
332,Adidas,Influencer_102,YouTube,820306,19-03-2025,Post,37325,1284,737,162465,24.22,Cosmetics,3215,4414,19976,39405,97.26
333,Mamaearth,Influencer_84,TikTok,628796,06-06-2025,Post,25715,344,3864,106947,27.98,Headphones,4814,7161,10771,7499,-30.38
334,Nike,Influencer_80,YouTube,736453,29-06-2025,Post,38216,964,1591,194191,21,Smartphone,3029,5417,13902,19443,39.86
335,Boat,Influencer_3,Instagram,184734,20-05-2025,Reel,19252,1100,3008,33648,69.42,Cosmetics,3032,4059,13647,25619,87.73
336,Nykaa,Influencer_41,YouTube,745781,23-04-2025,Reel,27748,92,125,69268,40.37,Headphones,4161,6929,15776,31089,97.07
337,Mamaearth,Influencer_104,Instagram,339588,18-04-2025,Post,39739,1761,2133,49250,88.59,Watch,2245,4743,3585,6493,81.12
338,Boat,Influencer_11,YouTube,428025,06-04-2025,Post,36121,1383,1724,144790,27.09,Headphones,2887,3618,15415,49649,222.08
339,Nykaa,Influencer_27,YouTube,109193,03-01-2025,Reel,3503,1472,484,138309,3.95,Cosmetics,1135,3575,16223,38594,137.9
340,Boat,Influencer_96,Instagram,690485,03-06-2025,Reel,23206,285,3138,184261,14.45,Shoes,1576,4003,10861,7731,-28.82
341,Nike,Influencer_55,TikTok,362498,22-06-2025,Reel,2709,1908,3324,57324,13.85,Watch,3962,5997,7533,38464,410.61
342,Adidas,Influencer_19,TikTok,68798,17-05-2025,Video,46441,353,4850,181315,28.48,Watch,4175,5105,14003,23633,68.77
343,Nike,Influencer_94,Instagram,490447,13-06-2025,Story,27093,802,4581,121004,26.84,Watch,1885,3144,13335,38230,186.69
344,Adidas,Influencer_49,TikTok,521551,09-01-2025,Reel,8292,1165,108,161954,5.91,Watch,1680,1916,16133,43842,171.75
345,Mamaearth,Influencer_59,Instagram,445446,25-01-2025,Video,49489,1235,2223,188544,28.08,Shoes,3806,4611,14080,49808,253.75
346,Nykaa,Influencer_104,TikTok,857408,05-05-2025,Video,46789,1966,4708,143648,37.22,Protein,2264,2999,12970,21469,65.53
347,Nykaa,Influencer_60,TikTok,106060,20-04-2025,Reel,13985,1277,480,10475,150.28,Cosmetics,1179,3037,8415,29218,247.21
348,Adidas,Influencer_5,YouTube,242274,03-05-2025,Reel,43877,132,4254,177528,27.19,Cosmetics,2894,4456,15023,11036,-26.54
349,Adidas,Influencer_120,YouTube,981464,20-04-2025,Post,7946,967,2474,27950,40.74,Protein,4400,5282,15531,36578,135.52
350,Adidas,Influencer_83,Instagram,658697,30-01-2025,Post,19624,172,1903,132189,16.42,Shoes,2577,3543,18808,39697,111.06
351,Samsung,Influencer_102,YouTube,604160,16-04-2025,Post,42180,318,2757,15568,290.69,Protein,4375,6831,7273,8513,17.05
352,Adidas,Influencer_20,Instagram,93137,23-05-2025,Story,42375,1269,3443,70898,66.42,Shoes,4455,5075,19678,29476,49.79
353,Nike,Influencer_105,Instagram,354853,21-06-2025,Video,45603,791,63,157780,29.44,Headphones,3461,5573,15746,26306,67.06
354,Boat,Influencer_112,TikTok,251756,09-02-2025,Reel,39911,931,189,139260,29.46,Shoes,2969,5340,7346,48314,557.69
355,Adidas,Influencer_102,TikTok,566945,27-01-2025,Story,37573,1342,1081,91784,43.58,Headphones,3731,4011,14497,42847,195.56
356,Boat,Influencer_62,TikTok,993926,17-04-2025,Reel,2128,829,4206,62335,11.49,Protein,4836,5531,5315,25228,374.66
357,Boat,Influencer_68,Instagram,889693,22-01-2025,Reel,2423,1366,45,117853,3.25,Protein,2656,3516,1291,27743,2048.95
358,Samsung,Influencer_63,Instagram,985075,12-06-2025,Video,48076,1546,4003,191631,27.98,Cosmetics,1659,4175,9819,14185,44.46
359,Boat,Influencer_90,TikTok,390742,13-04-2025,Post,18596,1620,1082,13000,163.83,Shoes,4742,6059,13403,12066,-9.98
360,Adidas,Influencer_47,YouTube,689640,21-03-2025,Video,38049,432,2874,93160,44.39,Smartphone,4924,6591,10186,19786,94.25
361,Samsung,Influencer_16,YouTube,89070,26-04-2025,Story,46890,279,793,164543,29.15,Watch,2469,5068,11248,9477,-15.75
362,Nike,Influencer_8,YouTube,396748,01-01-2025,Reel,45845,1949,3489,163451,31.38,Headphones,3970,5545,14660,7411,-49.45
363,Adidas,Influencer_68,Instagram,506242,09-06-2025,Story,34339,1328,4095,151204,26.3,Cosmetics,3880,5411,6487,34989,439.37
364,Boat,Influencer_110,Instagram,756822,18-06-2025,Video,5037,1301,3406,16427,59.32,Headphones,1122,2621,14409,46658,223.81
365,Samsung,Influencer_110,YouTube,198343,11-01-2025,Video,9427,469,276,111052,9.16,Smartphone,1961,4734,14242,15260,7.15
366,Adidas,Influencer_80,TikTok,464653,04-03-2025,Reel,11639,1164,2634,8097,190.65,Protein,3471,3774,19997,42576,112.91
367,Boat,Influencer_40,TikTok,370280,18-05-2025,Story,47636,429,2731,46593,109.02,Shoes,3162,4900,8706,37469,330.38
368,Mamaearth,Influencer_10,TikTok,261532,09-05-2025,Video,25596,171,972,70547,37.9,Watch,3924,4630,5428,23679,336.24
369,Nykaa,Influencer_86,TikTok,251482,11-02-2025,Post,39949,224,540,61910,65.76,Cosmetics,2294,4281,9846,7791,-20.87
370,Nike,Influencer_20,Instagram,889763,23-04-2025,Story,26712,1215,4757,165942,19.7,Shoes,3692,5612,11041,21499,94.72
371,Mamaearth,Influencer_58,TikTok,384229,02-01-2025,Post,46875,733,3669,197214,26,Protein,1138,2194,13244,20899,57.8
372,Nike,Influencer_14,Instagram,60292,03-02-2025,Video,21929,963,829,85019,27.9,Headphones,3004,5960,17459,18718,7.21
373,Samsung,Influencer_66,YouTube,689187,10-06-2025,Post,9500,1131,2187,167944,7.63,Cosmetics,2353,4165,10767,13259,23.14
374,Samsung,Influencer_105,TikTok,965704,19-05-2025,Video,16225,793,907,123868,14.47,Headphones,4558,6704,11694,7895,-32.49
375,Nykaa,Influencer_80,TikTok,168457,11-06-2025,Reel,9372,1725,1710,127232,10.07,Smartphone,3513,4946,6971,37630,439.81
376,Boat,Influencer_118,TikTok,285750,31-01-2025,Post,28161,687,1390,136569,22.14,Smartphone,4510,7467,3221,27605,757.03
377,Mamaearth,Influencer_89,Instagram,98677,16-02-2025,Story,15244,1292,2604,194740,9.83,Headphones,1002,1428,8067,29710,268.29
378,Nykaa,Influencer_43,Instagram,213215,08-06-2025,Story,17062,1522,2677,188558,11.28,Shoes,2399,3631,5268,34455,554.04
379,Boat,Influencer_37,Instagram,16035,06-04-2025,Video,31896,615,2846,7283,485.47,Shoes,4250,4759,4568,8298,81.65
380,Nykaa,Influencer_73,TikTok,152854,24-04-2025,Reel,31088,511,4539,103800,34.82,Watch,1414,1952,13670,14968,9.5
381,Nike,Influencer_22,TikTok,409726,09-03-2025,Story,14791,1090,4972,94352,22.1,Smartphone,2190,3610,3892,19681,405.68
382,Nykaa,Influencer_107,TikTok,328129,15-06-2025,Post,22874,1195,2385,69987,37.8,Cosmetics,2207,3306,8368,38729,362.82
383,Adidas,Influencer_17,Instagram,428801,23-06-2025,Video,49894,1137,352,121113,42.43,Shoes,3753,5710,2894,14391,397.27
384,Adidas,Influencer_1,YouTube,887930,09-03-2025,Reel,21373,503,3991,185051,13.98,Protein,4674,5595,15397,43323,181.37
385,Samsung,Influencer_39,TikTok,810779,02-03-2025,Post,1876,1993,1485,41344,12.95,Smartphone,2605,3802,3500,7721,120.6
386,Nike,Influencer_84,YouTube,433383,02-06-2025,Video,14697,139,910,118217,13.32,Watch,4154,5246,12333,47626,286.17
387,Nike,Influencer_44,Instagram,107751,03-05-2025,Video,12075,200,2628,159355,9.35,Shoes,2760,5688,9466,13722,44.96
388,Nike,Influencer_96,TikTok,951177,14-06-2025,Video,20576,1277,2502,37026,65.78,Smartphone,2169,5093,14094,25171,78.59
389,Nykaa,Influencer_22,YouTube,302622,10-04-2025,Story,11440,1647,2011,95778,15.76,Smartphone,2948,4714,4574,48128,952.21
390,Adidas,Influencer_35,TikTok,932638,13-04-2025,Video,7950,1163,3384,176007,7.1,Cosmetics,2201,4667,11537,23661,105.09
391,Nike,Influencer_19,YouTube,497073,16-04-2025,Reel,25452,1352,2283,127778,22.76,Protein,4746,6537,16847,33887,101.15
392,Nykaa,Influencer_98,Instagram,17263,10-02-2025,Post,6310,1334,3644,136481,8.27,Headphones,1366,1733,15261,17055,11.76
393,Nykaa,Influencer_106,YouTube,307503,13-03-2025,Story,41081,1698,3605,59276,78.25,Headphones,1111,3326,19631,8217,-58.14
394,Nykaa,Influencer_13,TikTok,680346,23-04-2025,Story,6902,1045,795,172336,5.07,Headphones,1314,3422,18638,44625,139.43
395,Boat,Influencer_47,TikTok,191186,06-04-2025,Video,44926,1073,1186,171820,27.46,Headphones,1963,4054,12012,5331,-55.62
396,Samsung,Influencer_79,TikTok,851597,27-04-2025,Story,6883,1820,3239,79186,15.08,Smartphone,2919,3948,3271,38941,1090.49
397,Mamaearth,Influencer_57,YouTube,601192,24-06-2025,Video,30055,1471,104,159420,19.84,Watch,2770,3758,17182,23444,36.45
398,Samsung,Influencer_44,TikTok,213345,14-06-2025,Story,19924,1759,1791,122289,19.2,Watch,2277,2733,6491,7713,18.83
399,Samsung,Influencer_82,TikTok,958619,10-01-2025,Video,7807,746,2317,152572,7.12,Watch,2632,4766,9673,14432,49.2
